,question,answer,evidence,type,difficulty
216,Who is recommended by Jennifer to share some fitness tips in the gym group chat on 20260730?,LiHua,['20260730_1730'],Single,hard
217,What does Hailey Johnson want Li Hua to help with at the bakery according to their discussion on 20260731?,Hailey Johnson wants Li Hua to help gather feedback from customers at the bread-tasting event,['20260731_1300'],Single,easy
218,What day do Li Hua and Wolfgang Schulz plan to visit the photography exhibition?,Li Hua and Wolfgang Schulz plan to visit the photography exhibition on Friday evening,['20260801_1900'],Single,easy
219,When is Wolfgang and LiHua going to the photography exhibition on 20260805?,19:00,['20260805_1600'],Single,medium
220,What new components are being added to the garden project as Turalyon announces it on 20260806?,incorporating sustainable practices like recycling and composting into our renovation project,['20260806_1630'],Single,medium
221,Why is Yuriko asking for LiHua's help on 20260807?,She has got ten logo designs for my speech therapy studio and she would love LiHua's opinion on which one stands out the most,['20260807_1200'],Single,hard
222,When is the installation of the air-conditioner for the basement?,It's set for Wednesday next week,['20260809_1200'],Single,hard
223,Why does Adam reach out to LiHua on 20260810?,To check if LiHua had a chance to look over the warranty and maintenance plans for the air conditioner,['20260810_1800'],Single,hard
224,What tips does Jennifer give to LiHua about preventing muscle soreness after a tough workout?,make sure to warm up properly before workouts and cool down afterward & Stretching & Stay hydrated and consider foam rolling post-session to help with recovery,['20260811_1100'],Single,easy
225,When is the contractor team going to install the air-conditioner?,20260812 6PM,['20260812_1100'],Single,medium
226,When is the garage sale being discussed?,20260814_15:00,['20260814_1500'],Single,medium
227,What is the reason Thrall cannot participate in the garage sale?,Thrall has a lot happening with the garden renovations,['20260814_1500'],Single,medium
228,What does RexxarRemar suggest to make the garage sale more enjoyable?,RexxarRemar suggests having snacks or drinks at the garage sale,['20260814_1500'],Single,easy
229,Who offers to help with setting up for the garage sale?,AdamSmith,['20260814_1500'],Single,medium
230,What type of stretches does Sage prefer before hitting the gym?,Sage prefers dynamic stretches,['20260816_1700'],Single,easy
231,What does JenniferMoore suggest to improve performance and prevent injuries?,JenniferMoore suggests incorporating stretching techniques,['20260816_1700'],Single,easy
232,What does Viper plan to do to increase their stamina?,Viper plans to focus on cardio,['20260817_1215'],Single,easy
233,What does Sova plan to do to keep their cardio interesting?,Sova plans to mix it up with different types of cardio exercises,['20260817_1215'],Single,medium
234,How much discount is Hailey willing to give to LiHua according to their conversation on 20260816?,15% off,['20260816_2000'],Single,easy
235,Who does Li Hua mention as their favorite character from The Witcher 3?,Geralt,['20260818_1000'],Single,easy
236,Why does LiHua like Geralt from The Witcher 3?,He's such a complex character with that no-nonsense attitude but deep down he has a great sense of morality & his monster-slaying skills are just epic,['20260818_1000'],Single,easy
237,What is Li Hua's opinion about Yennefer's character?,Intense & fiercely independent & her relationship with Geralt evolves,['20260818_1000'],Single,medium
238,Which scene stood out for Li Hua in The Witcher 3?,"The ""Battle of Kaer Morhen""",['20260818_1000'],Single,medium
239,Which scene in The Witcher 3 does ThaneChambers consider as one of his favorites involving Yennefer?,The scene when Geralt is looking for Yennefer in the early part of the game,['20260818_1000'],Single,easy
240,What is Li Hua's impression of the Blood and Wine expansion?,Incredible & new area is stunning & story feels like a mini-epic,['20260818_1000'],Single,easy
241,What is Li Hua's opinion on the characters in Succession?,Intense family dynamics and business war,['20260818_1400'],Single,hard
242,What TV show does EmilyBurnett recommend to Li Hua after discussing Succession?,The Crown and Ted Lasso,['20260818_1400'],Single,medium
243,When does Li Hua plan to meet JakeWatson for soccer practice?,Saturday afternoon at 3 PM,['20260819_1000'],Single,easy
244,What are some of the upcoming PS5 exclusives discussed?,Final Fantasy XVI & Marvel's Spider-Man 2 & Ghostwire: Tokyo,['20260819_1800'],Single,medium
245,Which upcoming PS5 exclusive game does Gavriel express curiosity about?,Ghostwire: Tokyo,['20260819_1800'],Single,medium
246,Which UCL match does Jasper recommend as a classic must-watch?,The 2005 final between Liverpool and AC Milan,['20260821_1500'],Single,easy
247,What skill does Li Hua plan to improve with WolfgangSchulz's help?,Data analysis and coding related to AI tools,['20260822_1700'],Single,hard
248,Who shared a music theory tutorial with the group?,Chae Song-hwa,['20260825_1045'],Single,easy
249,Which regions in Witcher 3 did Li Hua and Thane Chambers discuss?,Skellige and Toussaint,['20260826_1700'],Single,easy
250,What is Kendall's relationship with Logan like according to the group's discussion?,Toxic,['20260826_1800'],Single,easy
251,What is the topic of discussion between Li Hua and Wolfgang Schulz on burger preferences?,Medium rare vs. well-done meat patty in a classic American,['20260828_1000'],Single,medium
252,What is Li Hua's preference for a burger patty's doneness?,Medium rare,['20260828_1000'],Single,easy
253,What is Wolfgang's preference for a burger patty's doneness?,well-done,['20260828_1000'],Single,easy
254,Why does Wolfgang prefer a well-done meat patty in a burger?,It is safer and more flavorful & he likes a little char on his burger,['20260828_1000'],Single,easy
255,What toppings does Wolfgang Schulz prefer on his burger?,Cheese and bacon,['20260828_1000'],Single,medium
256,What books does Jennifer recommend to LiHua for deepening understanding of fitness nutrition?,"The New Rules of Lifting and ""Precision Nutrition""",['20260831_1900'],Single,easy
257,Why are Wolfgang and LiHua going to the local music store?,check out some new gear and get inspired for our next jam session,['20260831_1900'],Single,easy
258,What is the main theme of game group's discussion on 20260901_13:00?,Dutch van der Linde's character and leadership,['20260901_1300'],Single,hard
259,Who is the most hateable character in Game of Thrones in Orion's opinion?,Ramsay Bolton,['20260902_1600'],Single,easy
260,Who is the most hateable character in Game of Thrones in Merrick's opinion?,Cersei Lannister,['20260902_1600'],Single,medium
261,What is the common interest between Li Hua and Jake Watson?,Soccer,['20260903_1700'],Single,easy
262,What kind of songs are Li Hua and Chae Song-hwa considering adding to their playlist for babies?,Lullabies,['20260904_1000'],Single,easy
263,What makes Wolfgang feel under a lot of pressure according to his conversation with LiHua on 20260905?,this new software project,['20260905_1400'],Single,easy
264,Why does AdamSmith ask LiHua about the basement on 20260907?,check in and see how the basement held up after the storm,['20260907_1400'],Single,hard
265,How is the basement after the storm?,The basement is all good no water leakage at all,['20260907_1400'],Single,easy
266,What is the latest good news from Wolfgang as of 20260908?,software project finally made some significant progress,['20260908_1500'],Single,easy
267,What new songs are LiHua working on lately on his guitar as of 20260908?,"Blackbird and ""Hotel California""",['20260908_1500'],Single,hard
268,What mission does Gavriel mention that shows Arthur's growth in the game?,the scene where Arthur tells John to take care of his family,['20260909_1000'],Single,medium
269,What does Aisling find emotionally impactful about Red Dead Redemption 2's ending?,Arthur's realization of his fate and the music during the last ride,['20260909_1000'],Single,medium
270,What side mission in Red Dead Redemption 2 resonated with Jareth?,the side mission with the widow in the honor system,['20260909_1000'],Single,medium
271,What was ThaneChambers' favorite horse-related side quest in Red Dead Redemption 2?,the “troubled” horse,['20260909_1000'],Single,medium
272,What funny glitch did Fionnuala experience in the game Red Dead Redemption 2?,Arthur ended up floating in mid-air after a cutscene,['20260909_1000'],Single,medium
273,What was the final showdown that Elara found unforgettable in Red Dead Redemption 2?,with Dutch and Micah,['20260909_1000'],Single,medium
274,How does Bronwyn describe the epilogue of the game Red Dead Redemption 2?,captivating after seeing John try to make a life for himself,['20260909_1000'],Single,easy
275,Has LiHua ever met anyone like Shedlon Cooper in his real life?,No,['20260910_1200'],Single,medium
276,Has EmilyBurnett ever met anyone like Shedlon Cooper in her real life?,No,['20260910_1200'],Single,medium
277,What games are LiHua and ThaneChambers planning to check out during their shopping trip according to their discussion on 20260911?,"Spider-Man: Miles Morales and ""Demon's Souls""",['20260911_1400'],Single,easy
278,Who is the best midfielder in the past decade in JakeWatson's opinion?,Luka Modrić,['20260912_1600'],Single,easy
279,How many servings of vegetables should LiHua aim for each day to keep body in good shape according to Jennifer?,at least 5 servings of veggies a day,['20260913_1800'],Single,easy
280,What does LiHua ask Jake about soccer?,the best strategies for soccer players to avoid injuries during games,['20260914_1000'],Single,hard
281,What is Jake's first tip for avoiding soccer injuries?,proper warm-up and stretching,['20260914_1000'],Single,easy
282,What does Jake suggest to improve flexibility and prevent muscle issues?,staying hydrated,['20260914_1000'],Single,medium
283,Why is wearing the right footwear important in soccer?,to avoid slips or sprains,['20260914_1000'],Single,easy
284,How does strength training help prevent soccer injuries?,It builds muscles around joints & reduces injury risk & improves stability and endurance,['20260914_1000'],Single,easy
285,What type of exercises does Jake recommend for strength training?,squats & lunges & planks & balance exercises like single-leg stands,['20260914_1000'],Single,easy
286,What is the purpose of starting with bodyweight exercises?,for those who are new to strength training,['20260914_1000'],Single,easy
287,Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Tyrion Lannister,['20260915_1200'],Single,easy
288,What does Lachlan appreciate about Arya Stark's character development?,Her transition from an innocent girl to a fierce assassin,['20260915_1200'],Single,medium
